,product,year,country,total_production,quantity,per_production,amount
649,Espumante,2027,Barein,9928742,12910.511776668107,0.13003,12910.511776668107
650,Espumante,2027,Belize,9928742,14088.280383485497,0.14189,14088.280383485497
651,Espumante,2027,Birmânia,9928742,14220.225543414585,0.14322,14220.225543414585
652,Espumante,2027,Bolívia,9928742,14203.724700374867,0.14306,14203.724700374867
653,Espumante,2027,Brasil,9928742,12959.061310760455,0.13052,12959.061310760455
654,Espumante,2027,Bulgária,9928742,12972.760231400734,0.13066,12972.760231400734
655,Espumante,2027,Bélgica,9928742,13246.36153728277,0.13341,13246.36153728277
656,Espumante,2027,Canadá,9928742,14261.026839774837,0.14363,14261.026839774837
657,Espumante,2027,Colômbia,9928742,12953.666971885743,0.13047,12953.666971885743
658,Espumante,2027,Congo,9928742,12901.500481001654,0.12994,12901.500481001654
659,Espumante,2027,Coreia do Sul,9928742,14469.576350127918,0.14573,14469.576350127918
660,Espumante,2027,Costa do Marfim,9928742,12945.742105338062,0.13039,12945.742105338062
661,Espumante,2027,Coveite,9928742,14152.064868200285,0.14254,14152.064868200285
662,Espumante,2027,"Dominica, Ilha de",9928742,14163.837548037356,0.14265,14163.837548037356
663,Espumante,2027,Emirados Árabes Unidos,9928742,14151.729327872134,0.14253,14151.729327872134
664,Espumante,2027,Finlândia,9928742,13303.801155803043,0.13399,13303.801155803043
665,Espumante,2027,Gabão,9928742,12968.798600294947,0.13062,12968.798600294947
666,Espumante,2027,Guiana Francesa,9928742,12998.146793628051,0.13091,12998.146793628051
667,Espumante,2027,Guine Equatorial,9928742,12979.982328359998,0.13073,12979.982328359998
668,Espumante,2027,Guiné Bissau,9928742,14148.756295262108,0.1425,14148.756295262108
669,Espumante,2027,India,9928742,14140.689316758555,0.14242,14140.689316758555
670,Espumante,2027,Indonésia,9928742,12940.740121922057,0.13034,12940.740121922057
671,Espumante,2027,Irã,9928742,12925.39023374354,0.13018,12925.39023374354
672,Espumante,2027,Israel,9928742,14120.567209455947,0.14222,14120.567209455947
673,Espumante,2027,Iugoslâvia,9928742,14089.421133452199,0.14191,14089.421133452199
674,Espumante,2027,Jamaica,9928742,12963.645724432525,0.13057,12963.645724432525
675,Espumante,2027,Líbia,9928742,14777.65454904242,0.14884,14777.65454904242
676,Espumante,2027,Malásia,9928742,13033.84818393048,0.13127,13033.84818393048
677,Espumante,2027,Mauritânia,9928742,12900.89110452375,0.12993,12900.89110452375
678,Espumante,2027,Moçambique,9928742,12940.433851281989,0.13033,12940.433851281989
679,Espumante,2027,Mônaco,9928742,14111.816406784068,0.14213,14111.816406784068
680,Espumante,2027,Namíbia,9928742,12906.470660418328,0.12999,12906.470660418328
681,Espumante,2027,Nova Caledônia,9928742,12948.557172016253,0.13041,12948.557172016253
682,Espumante,2027,Paquistão,9928742,14189.465420299251,0.14291,14189.465420299251
683,Espumante,2027,Paraguai,9928742,93497.91546682648,0.94169,93497.91546682648
684,Espumante,2027,Países Baixos,9928742,13969.733249080964,0.1407,13969.733249080964
685,Espumante,2027,República Centro Africana,9928742,14165.60618234466,0.14267,14165.60618234466
686,Espumante,2027,República Dominicana,9928742,13042.819250866909,0.13136,13042.819250866909
687,Espumante,2027,República Federativa da Rússia,9928742,14092.308161544628,0.14193,14092.308161544628
688,Espumante,2027,Senegal,9928742,12965.046026688713,0.13058,12965.046026688713
689,Espumante,2027,Sri Lanka,9928742,14144.532504806357,0.14246,14144.532504806357
690,Espumante,2027,São Tomé e Príncipe,9928742,12982.55502474609,0.13076,12982.55502474609
691,Espumante,2027,Tanzânia,9928742,12944.414156715895,0.13037,12944.414156715895
692,Espumante,2027,Toquelau,9928742,12926.361285525152,0.13019,12926.361285525152
693,Espumante,2027,Áustria,9928742,12909.812741900461,0.13002,12909.812741900461
694,Espumante,2027,Afeganistão,9928742,14461.030661620736,0.14565,14461.030661620736
695,Espumante,2027,"Alemanha, República Democrática",9928742,14157.028553036038,0.14259,14157.028553036038
696,Espumante,2027,Anguilla,9928742,13042.704736134829,0.13136,13042.704736134829
697,Espumante,2027,Belice,9928742,13036.043029937948,0.1313,13036.043029937948
698,Espumante,2027,"Cocos (Keeling), Ilhas",9928742,13044.073056837262,0.13138,13044.073056837262
699,Espumante,2027,Comores,9928742,13029.222101128871,0.13123,13029.222101128871
700,Espumante,2027,"Coreia, Republica Sul",9928742,13069.135156523153,0.13163,13069.135156523153
701,Espumante,2027,Coveite (Kuweit),9928742,13042.875082368711,0.13136,13042.875082368711
702,Espumante,2027,Croácia,9928742,13044.0278727127,0.13138,13044.0278727127
703,Espumante,2027,"Eslovaca, Republica",9928742,13093.528916445079,0.13188,13093.528916445079
704,Espumante,2027,Estônia,9928742,13174.424726458103,0.13269,13174.424726458103
705,Espumante,2027,Guine Bissau,9928742,13055.622924842623,0.13149,13055.622924842623
706,Espumante,2027,Ilhas Virgens,9928742,13067.498268700894,0.13161,13067.498268700894
707,Espumante,2027,Macau,9928742,13039.465172974596,0.13133,13039.465172974596
708,Espumante,2027,Malavi,9928742,13035.797982522006,0.13129,13035.797982522006
709,Espumante,2027,Martinica,9928742,13051.712260786495,0.13145,13051.712260786495
710,Espumante,2027,Omã,9928742,13049.62156842266,0.13143,13049.62156842266
711,Espumante,2027,Palau,9928742,13050.963875143032,0.13145,13050.963875143032
712,Espumante,2027,Pitcairn,9928742,13060.388937078213,0.13154,13060.388937078213
713,Espumante,2027,Suazilândia,9928742,13050.615377997015,0.13144,13050.615377997015
714,Espumante,2027,São Cristóvão e Névis,9928742,13059.056625896192,0.13153,13059.056625896192
715,Espumante,2027,São Vicente e Granadinas,9928742,13052.18062731753,0.13146,13052.18062731753
716,Espumante,2027,Trinidade Tobago,9928742,13086.061168657967,0.1318,13086.061168657967
717,Espumante,2027,Tunísia,9928742,13042.296761376623,0.13136,13042.296761376623
718,Espumante,2027,Tuvalu,9928742,13047.074311872631,0.13141,13047.074311872631
719,Espumante,2027,Outros(1),9928742,14455.027627133284,0.14559,14455.027627133284
720,Espumante,2028,Alemanha,7353188,13749.746209694444,0.18699,13749.746209694444
721,Espumante,2028,Angola,7353188,14132.684035051525,0.1922,14132.684035051525
722,Espumante,2028,Antigua e Barbuda,7353188,13747.571611721998,0.18696,13747.571611721998
723,Espumante,2028,Antilhas Holandesas,7353188,12713.973969668456,0.1729,12713.973969668456
724,Espumante,2028,Argentina,7353188,13581.245485682683,0.1847,13581.245485682683
725,Espumante,2028,Aruba,7353188,12617.598769309017,0.17159,12617.598769309017
726,Espumante,2028,Australia,7353188,13749.268503821937,0.18698,13749.268503821937
727,Espumante,2028,Bahamas,7353188,12658.940082507424,0.17216,12658.940082507424
728,Espumante,2028,Bangladesh,7353188,12611.55597655652,0.17151,12611.55597655652
729,Espumante,2028,Barbados,7353188,12683.705566369601,0.17249,12683.705566369601
730,Espumante,2028,Belgica,7353188,13747.512623491732,0.18696,13747.512623491732
731,Espumante,2028,Benin,7353188,12594.998741228057,0.17129,12594.998741228057
732,Espumante,2028,Bermudas,7353188,12603.673651666555,0.1714,12603.673651666555
733,Espumante,2028,Bulgaria,7353188,13747.686431067279,0.18696,13747.686431067279
734,Espumante,2028,Bósnia-Herzegovina,7353188,12705.954799423895,0.1728,12705.954799423895
735,Espumante,2028,Cabo Verde,7353188,12652.621670760569,0.17207,12652.621670760569
736,Espumante,2028,Camarões,7353188,12587.79623818867,0.17119,12587.79623818867
737,Espumante,2028,Canada,7353188,13748.88762516147,0.18698,13748.88762516147
738,Espumante,2028,Catar,7353188,12608.815674478945,0.17147,12608.815674478945
739,Espumante,2028,"Cayman, Ilhas",7353188,12596.901321870952,0.17131,12596.901321870952
740,Espumante,2028,Chile,7353188,12709.37389929492,0.17284,12709.37389929492
741,Espumante,2028,China,7353188,14569.324534572028,0.19814,14569.324534572028
742,Espumante,2028,Chipre,7353188,12635.467240658521,0.17184,12635.467240658521
743,Espumante,2028,Cingapura,7353188,12665.397747726318,0.17224,12665.397747726318
744,Espumante,2028,Colombia,7353188,13749.553506556953,0.18699,13749.553506556953
745,Espumante,2028,"Coreia do Sul, Republica da",7353188,13746.97541114889,0.18695,13746.97541114889
746,Espumante,2028,Costa Rica,7353188,12619.915869280583,0.17163,12619.915869280583
747,Espumante,2028,Cuba,7353188,12818.012480195675,0.17432,12818.012480195675
748,Espumante,2028,Curaçao,7353188,12697.411108516699,0.17268,12697.411108516699
749,Espumante,2028,Dinamarca,7353188,12901.054921695213,0.17545,12901.054921695213
750,Espumante,2028,Djibuti,7353188,13748.73741440267,0.18698,13748.73741440267
751,Espumante,2028,Dominica,7353188,12698.012295179247,0.17269,12698.012295179247
752,Espumante,2028,El Salvador,7353188,12641.561029470327,0.17192,12641.561029470327
753,Espumante,2028,Emirados Arabes Unidos,7353188,12713.817201167629,0.1729,12713.817201167629
754,Espumante,2028,Equador,7353188,12654.378361514373,0.17209,12654.378361514373
755,Espumante,2028,Espanha,7353188,14333.294627170106,0.19493,14333.294627170106
756,Espumante,2028,Estados Unidos,7353188,44913.0680615017,0.6108,44913.0680615017
757,Espumante,2028,Estonia,7353188,13749.376556547168,0.18699,13749.376556547168
758,Espumante,2028,Falkland (Malvinas),7353188,13531.494618929753,0.18402,13531.494618929753
759,Espumante,2028,Filipinas,7353188,12633.80508300105,0.17181,12633.80508300105
760,Espumante,2028,Filânldia,7353188,13749.10757150426,0.18698,13749.10757150426
761,Espumante,2028,França,7353188,12821.488107502668,0.17437,12821.488107502668
762,Espumante,2028,Gana,7353188,12699.100648480042,0.1727,12699.100648480042
763,Espumante,2028,Gibraltar,7353188,12614.705677127993,0.17155,12614.705677127993
764,Espumante,2028,Granada,7353188,12699.996045839813,0.17271,12699.996045839813
765,Espumante,2028,Grécia,7353188,12577.513511299869,0.17105,12577.513511299869
766,Espumante,2028,Guatemala,7353188,12638.487614113761,0.17188,12638.487614113761
767,Espumante,2028,Guiana,7353188,12650.980703996536,0.17205,12650.980703996536
768,Espumante,2028,Guiné Equatorial,7353188,13748.00437502678,0.18697,13748.00437502678
769,Espumante,2028,Guiné-Bissau,7353188,13748.509455719122,0.18697,13748.509455719122
770,Espumante,2028,Haiti,7353188,13911.161782070074,0.18919,13911.161782070074
771,Espumante,2028,Honduras,7353188,12744.185227187454,0.17332,12744.185227187454
772,Espumante,2028,Hong Kong,7353188,12720.355682799498,0.17299,12720.355682799498
773,Espumante,2028,Hungria,7353188,12609.47306135377,0.17148,12609.47306135377
774,Espumante,2028,Ilha de Man,7353188,12614.040758702413,0.17155,12614.040758702413
775,Espumante,2028,Iraque,7353188,12624.925186874574,0.17169,12624.925186874574
776,Espumante,2028,Irlanda,7353188,12637.855570881433,0.17187,12637.855570881433
777,Espumante,2028,Islândia,7353188,13747.931297421443,0.18697,13747.931297421443
778,Espumante,2028,Itália,7353188,12667.855523549928,0.17228,12667.855523549928
779,Espumante,2028,Japão,7353188,26233.883500483564,0.35677,26233.883500483564
780,Espumante,2028,Jordânia,7353188,12708.795276934941,0.17283,12708.795276934941
781,Espumante,2028,Letônia,7353188,12692.11329277808,0.17261,12692.11329277808
782,Espumante,2028,Libéria,7353188,12630.76855996275,0.17177,12630.76855996275
783,Espumante,2028,Luxemburgo,7353188,12662.344001490965,0.1722,12662.344001490965
784,Espumante,2028,Líbano,7353188,12635.194280132986,0.17183,12635.194280132986
785,Espumante,2028,Maldivas,7353188,13748.944620148895,0.18698,13748.944620148895
786,Espumante,2028,Malta,7353188,12618.197900098694,0.1716,12618.197900098694
787,Espumante,2028,Marrocos,7353188,13748.738835895718,0.18698,13748.738835895718
788,Espumante,2028,"Marshall, Ilhas",7353188,12653.738631500608,0.17209,12653.738631500608
789,Espumante,2028,Montenegro,7353188,12622.10294256913,0.17165,12622.10294256913
790,Espumante,2028,México,7353188,12746.23855974711,0.17334,12746.23855974711
791,Espumante,2028,Nicarágua,7353188,12714.58099068108,0.17291,12714.58099068108
792,Espumante,2028,Nigéria,7353188,12684.53790808754,0.1725,12684.53790808754
793,Espumante,2028,Noruega,7353188,12684.78765695536,0.17251,12684.78765695536
794,Espumante,2028,Nova Zelândia,7353188,12651.358716028039,0.17205,12651.358716028039
795,Espumante,2028,Panamá,7353188,12632.753217423757,0.1718,12632.753217423757
796,Espumante,2028,Países Baixos (Holanda),7353188,13748.705058192847,0.18698,13748.705058192847
797,Espumante,2028,Peru,7353188,12695.565138326172,0.17265,12695.565138326172
798,Espumante,2028,Polônia,7353188,12694.12345998886,0.17263,12694.12345998886
799,Espumante,2028,Porto Rico,7353188,12965.213421676246,0.17632,12965.213421676246
800,Espumante,2028,Portugal,7353188,13048.716697371226,0.17746,13048.716697371226
801,Espumante,2028,Quênia,7353188,12660.724317232225,0.17218,12660.724317232225
802,Espumante,2028,Reino Unido,7353188,14453.916062268261,0.19657,14453.916062268261
803,Espumante,2028,Republica Dominicana,7353188,13747.334411477508,0.18696,13747.334411477508
804,Espumante,2028,Republica Tcheca,7353188,13747.976718892925,0.18697,13747.976718892925
805,Espumante,2028,Rússia,7353188,49160.56715330615,0.66856,49160.56715330615
806,Espumante,2028,Serra Leoa,7353188,12639.01860822162,0.17188,12639.01860822162
807,Espumante,2028,Singapura,7353188,12610.94942268885,0.1715,12610.94942268885
808,Espumante,2028,Suriname,7353188,12671.451227224592,0.17233,12671.451227224592
809,Espumante,2028,Suécia,7353188,12819.603911902967,0.17434,12819.603911902967
810,Espumante,2028,Suíça,7353188,12801.408892752766,0.17409,12801.408892752766
811,Espumante,2028,Sérvia,7353188,12699.023458112159,0.1727,12699.023458112159
812,Espumante,2028,Tailândia,7353188,12622.543605155179,0.17166,12622.543605155179
813,Espumante,2028,Taiwan (Formosa),7353188,12707.281139148312,0.17281,12707.281139148312
814,Espumante,2028,"Tcheca, República",7353188,12771.038463173543,0.17368,12771.038463173543
815,Espumante,2028,Togo,7353188,12611.1688866755,0.17151,12611.1688866755
816,Espumante,2028,Trinidade e Tobago,7353188,13636.730163002641,0.18545,13636.730163002641
817,Espumante,2028,Turquia,7353188,12627.574037043889,0.17173,12627.574037043889
818,Espumante,2028,Uruguai,7353188,13785.861186505927,0.18748,13785.861186505927
819,Espumante,2028,Vanuatu,7353188,12597.027087030323,0.17131,12597.027087030323
820,Espumante,2028,Venezuela,7353188,12860.368032514878,0.1749,12860.368032514878
821,Espumante,2028,Vietnã,7353188,12703.926515220523,0.17277,12703.926515220523
822,Espumante,2028,África do Sul,7353188,12611.580409275448,0.17151,12611.580409275448
823,Espumante,2028,Índia,7353188,12693.942705992355,0.17263,12693.942705992355
824,Espumante,2028,"Alemanha, República Democrática da",7353188,13726.25939231458,0.18667,13726.25939231458
825,Espumante,2028,Antígua e Barbuda,7353188,12633.833760579586,0.17181,12633.833760579586
826,Espumante,2028,Argélia,7353188,12639.096774069045,0.17189,12639.096774069045
827,Espumante,2028,Arábia Saudita,7353188,12697.614601542242,0.17268,12697.614601542242
828,Espumante,2028,Austrália,7353188,12916.204146450156,0.17565,12916.204146450156
829,Espumante,2028,Barein,7353188,12603.702583836135,0.1714,12603.702583836135
830,Espumante,2028,Belize,7353188,13475.953468233387,0.18327,13475.953468233387
831,Espumante,2028,Birmânia,7353188,13573.671544561492,0.1846,13573.671544561492
832,Espumante,2028,Bolívia,7353188,13561.451083854701,0.18443,13561.451083854701
833,Espumante,2028,Brasil,7353188,12639.658181393579,0.17189,12639.658181393579
834,Espumante,2028,Bulgária,7353188,12649.80354928963,0.17203,12649.80354928963
835,Espumante,2028,Bélgica,7353188,12852.431620293173,0.17479,12852.431620293173
836,Espumante,2028,Canadá,7353188,13603.888835196103,0.18501,13603.888835196103
837,Espumante,2028,Colômbia,7353188,12635.66315480134,0.17184,12635.66315480134
838,Espumante,2028,Congo,7353188,12597.028852967678,0.17131,12597.028852967678
839,Espumante,2028,Coreia do Sul,7353188,13758.339790994858,0.18711,13758.339790994858
840,Espumante,2028,Costa do Marfim,7353188,12629.794029312343,0.17176,12629.794029312343
841,Espumante,2028,Coveite,7353188,13523.192011894995,0.18391,13523.192011894995
842,Espumante,2028,"Dominica, Ilha de",7353188,13531.910812691262,0.18403,13531.910812691262
843,Espumante,2028,Emirados Árabes Unidos,7353188,13522.943511621475,0.18391,13522.943511621475
844,Espumante,2028,Finlândia,7353188,12894.97118055831,0.17537,12894.97118055831
845,Espumante,2028,Gabão,7353188,12646.86958055014,0.17199,12646.86958055014
846,Espumante,2028,Guiana Francesa,7353188,12668.604739179664,0.17229,12668.604739179664
847,Espumante,2028,Guine Equatorial,7353188,12655.152206317462,0.1721,12655.152206317462
848,Espumante,2028,Guiné Bissau,7353188,13520.741695204595,0.18388,13520.741695204595
849,Espumante,2028,India,7353188,13514.767321971112,0.18379,13514.767321971112
850,Espumante,2028,Indonésia,7353188,12626.089579675872,0.17171,12626.089579675872
851,Espumante,2028,Irã,7353188,12614.721511691601,0.17155,12614.721511691601
852,Espumante,2028,Israel,7353188,13499.864966953373,0.18359,13499.864966953373
853,Espumante,2028,Iugoslâvia,7353188,13476.798303266682,0.18328,13476.798303266682
854,Espumante,2028,Jamaica,7353188,12643.053380641597,0.17194,12643.053380641597
855,Espumante,2028,Líbia,7353188,13986.501315145884,0.19021,13986.501315145884
856,Espumante,2028,Malásia,7353188,12695.04505157597,0.17265,12695.04505157597
857,Espumante,2028,Mauritânia,7353188,12596.577551152051,0.17131,12596.577551152051
858,Espumante,2028,Moçambique,7353188,12625.862756882216,0.17171,12625.862756882216
859,Espumante,2028,Mônaco,7353188,13493.384156306252,0.1835,13493.384156306252
860,Espumante,2028,Namíbia,7353188,12600.70974863353,0.17136,12600.70974863353
861,Espumante,2028,Nova Caledônia,7353188,12631.87885690694,0.17179,12631.87885690694
862,Espumante,2028,Paquistão,7353188,13550.890715990103,0.18429,13550.890715990103
863,Espumante,2028,Paraguai,7353188,72286.42272060386,0.98306,72286.42272060386
864,Espumante,2028,Países Baixos,7353188,13388.157919557627,0.18207,13388.157919557627
865,Espumante,2028,República Centro Africana,7353188,13533.220656529553,0.18405,13533.220656529553
866,Espumante,2028,República Dominicana,7353188,12701.688988952063,0.17274,12701.688988952063
867,Espumante,2028,República Federativa da Rússia,7353188,13478.936425119116,0.18331,13478.936425119116
868,Espumante,2028,Senegal,7353188,12644.09043894915,0.17195,12644.09043894915
869,Espumante,2028,Sri Lanka,7353188,13517.613572241822,0.18383,13517.613572241822
870,Espumante,2028,São Tomé e Príncipe,7353188,12657.057535366614,0.17213,12657.057535366614
871,Espumante,2028,Tanzânia,7353188,12628.810555786165,0.17175,12628.810555786165
872,Espumante,2028,Toquelau,7353188,12615.440668918143,0.17156,12615.440668918143
873,Espumante,2028,Áustria,7353188,12603.184881306008,0.1714,12603.184881306008
874,Espumante,2028,Afeganistão,7353188,13752.01088631257,0.18702,13752.01088631257
875,Espumante,2028,"Alemanha, República Democrática",7353188,13526.868097881863,0.18396,13526.868097881863
876,Espumante,2028,Anguilla,7353188,12701.604180041068,0.17274,12701.604180041068
877,Espumante,2028,Belice,7353188,12696.670546139343,0.17267,12696.670546139343
878,Espumante,2028,"Cocos (Keeling), Ilhas",7353188,12702.617553079093,0.17275,12702.617553079093
879,Espumante,2028,Comores,7353188,12691.618992579337,0.1726,12691.618992579337
880,Espumante,2028,"Coreia, Republica Sul",7353188,12721.178447383436,0.173,12721.178447383436
881,Espumante,2028,Coveite (Kuweit),7353188,12701.730337791778,0.17274,12701.730337791778
882,Espumante,2028,Croácia,7353188,12702.584089896543,0.17275,12702.584089896543
883,Espumante,2028,"Eslovaca, Republica",7353188,12739.244371831277,0.17325,12739.244371831277
884,Espumante,2028,Estônia,7353188,12799.155496472742,0.17406,12799.155496472742
885,Espumante,2028,Guine Bissau,7353188,12711.171340727702,0.17287,12711.171340727702
886,Espumante,2028,Ilhas Virgens,7353188,12719.96617456841,0.17299,12719.96617456841
887,Espumante,2028,Macau,7353188,12699.204972071566,0.1727,12699.204972071566
888,Espumante,2028,Malavi,7353188,12696.489064970872,0.17267,12696.489064970872
889,Espumante,2028,Martinica,7353188,12708.275118040125,0.17283,12708.275118040125
890,Espumante,2028,Omã,7353188,12706.726759354908,0.17281,12706.726759354908
891,Espumante,2028,Palau,7353188,12707.720866528705,0.17282,12707.720866528705
892,Espumante,2028,Pitcairn,7353188,12714.701031026309,0.17291,12714.701031026309
893,Espumante,2028,Suazilândia,7353188,12707.462770893748,0.17282,12707.462770893748
894,Espumante,2028,São Cristóvão e Névis,7353188,12713.714326518815,0.1729,12713.714326518815
895,Espumante,2028,São Vicente e Granadinas,7353188,12708.621988483565,0.17283,12708.621988483565
896,Espumante,2028,Trinidade Tobago,7353188,12733.713786643719,0.17317,12733.713786643719
897,Espumante,2028,Tunísia,7353188,12701.302035510593,0.17273,12701.302035510593
898,Espumante,2028,Tuvalu,7353188,12704.840270965675,0.17278,12704.840270965675
899,Espumante,2028,Outros(1),7353188,13747.565061817426,0.18696,13747.565061817426
900,Espumante,2029,Alemanha,9432312,14324.55442171546,0.15187,14324.55442171546
901,Espumante,2029,Angola,9432312,14815.768442246623,0.15707,14815.768442246623
902,Espumante,2029,Antigua e Barbuda,9432312,14321.764953236658,0.15184,14321.764953236658
903,Espumante,2029,Antilhas Holandesas,9432312,12995.916160557801,0.13778,12995.916160557801
904,Espumante,2029,Argentina,9432312,14108.409887059483,0.14958,14108.409887059483
905,Espumante,2029,Aruba,9432312,12872.290739912458,0.13647,12872.290739912458
906,Espumante,2029,Australia,9432312,14323.941643777487,0.15186,14323.941643777487
907,Espumante,2029,Bahamas,9432312,12925.321366088365,0.13703,12925.321366088365
908,Espumante,2029,Bangladesh,9432312,12864.539339370747,0.13639,12864.539339370747
909,Espumante,2029,Barbados,9432312,12957.08932444764,0.13737,12957.08932444764
910,Espumante,2029,Belgica,9432312,14321.689285997962,0.15184,14321.689285997962
911,Espumante,2029,Benin,9432312,12843.30052296148,0.13616,12843.30052296148
912,Espumante,2029,Bermudas,9432312,12854.428276313034,0.13628,12854.428276313034
913,Espumante,2029,Bulgaria,9432312,14321.912237842631,0.15184,14321.912237842631
914,Espumante,2029,Bósnia-Herzegovina,9432312,12985.629558082763,0.13767,12985.629558082763
915,Espumante,2029,Cabo Verde,9432312,12917.216414942703,0.13695,12917.216414942703
916,Espumante,2029,Camarões,9432312,12834.061502493521,0.13606,12834.061502493521
917,Espumante,2029,Canada,9432312,14323.453071145748,0.15186,14323.453071145748
918,Espumante,2029,Catar,9432312,12861.024213099852,0.13635,12861.024213099852
919,Espumante,2029,"Cayman, Ilhas",9432312,12845.74106094487,0.13619,12845.74106094487
920,Espumante,2029,Chile,9432312,12990.015413794756,0.13772,12990.015413794756
921,Espumante,2029,China,9432312,15375.869641354138,0.16301,15375.869641354138
922,Espumante,2029,Chipre,9432312,12895.211546113962,0.13671,12895.211546113962
923,Espumante,2029,Cingapura,9432312,12933.604944921963,0.13712,12933.604944921963
924,Espumante,2029,Colombia,9432312,14324.30723145368,0.15186,14324.30723145368
925,Espumante,2029,"Coreia do Sul, Republica da",9432312,14321.000176155734,0.15183,14321.000176155734
926,Espumante,2029,Costa Rica,9432312,12875.26300322334,0.1365,12875.26300322334
927,Espumante,2029,Cuba,9432312,13129.371702648568,0.1392,13129.371702648568
928,Espumante,2029,Curaçao,9432312,12974.670127592306,0.13756,12974.670127592306
929,Espumante,2029,Dinamarca,9432312,13235.89450830241,0.14033,13235.89450830241
930,Espumante,2029,Djibuti,9432312,14323.260388209026,0.15185,14323.260388209026
931,Espumante,2029,Dominica,9432312,12975.44129993896,0.13756,12975.44129993896
932,Espumante,2029,El Salvador,9432312,12903.028362005804,0.1368,12903.028362005804
933,Espumante,2029,Emirados Arabes Unidos,9432312,12995.715064846096,0.13778,12995.715064846096
934,Espumante,2029,Equador,9432312,12919.469812255977,0.13697,12919.469812255977
935,Espumante,2029,Espanha,9432312,15073.101955545086,0.1598,15073.101955545086
936,Espumante,2029,Estados Unidos,9432312,54299.34823578588,0.57567,54299.34823578588
937,Espumante,2029,Estonia,9432312,14324.080248695609,0.15186,14324.080248695609
938,Espumante,2029,Falkland (Malvinas),9432312,14044.59189487877,0.1489,14044.59189487877
939,Espumante,2029,Filipinas,9432312,12893.079411037299,0.13669,12893.079411037299
940,Espumante,2029,Filânldia,9432312,14323.73520768655,0.15186,14323.73520768655
941,Espumante,2029,França,9432312,13133.830068400133,0.13924,13133.830068400133
942,Espumante,2029,Gana,9432312,12976.837387205052,0.13758,12976.837387205052
943,Espumante,2029,Gibraltar,9432312,12868.579622139716,0.13643,12868.579622139716
944,Espumante,2029,Granada,9432312,12977.985959533184,0.13759,12977.985959533184
945,Espumante,2029,Grécia,9432312,12820.871320465161,0.13593,12820.871320465161
946,Espumante,2029,Guatemala,9432312,12899.085934336363,0.13675,12899.085934336363
947,Espumante,2029,Guiana,9432312,12915.111462458015,0.13692,12915.111462458015
948,Espumante,2029,Guiné Equatorial,9432312,14322.320080950012,0.15184,14322.320080950012
949,Espumante,2029,Guiné-Bissau,9432312,14322.967973882423,0.15185,14322.967973882423
950,Espumante,2029,Haiti,9432312,14531.610468946343,0.15406,14531.610468946343
951,Espumante,2029,Honduras,9432312,13034.66969181741,0.13819,13034.66969181741
952,Espumante,2029,Hong Kong,9432312,13004.1023115502,0.13787,13004.1023115502
953,Espumante,2029,Hungria,9432312,12861.86747697027,0.13636,12861.86747697027
954,Espumante,2029,Ilha de Man,9432312,12867.726696962072,0.13642,12867.726696962072
955,Espumante,2029,Iraque,9432312,12881.688712068253,0.13657,12881.688712068253
956,Espumante,2029,Irlanda,9432312,12898.275179938297,0.13675,12898.275179938297
957,Espumante,2029,Islândia,9432312,14322.226340454235,0.15184,14322.226340454235
958,Espumante,2029,Itália,9432312,12936.757660317453,0.13715,12936.757660317453
959,Espumante,2029,Japão,9432312,30338.598593551997,0.32165,30338.598593551997
960,Espumante,2029,Jordânia,9432312,12989.273184521044,0.13771,12989.273184521044
961,Espumante,2029,Letônia,9432312,12967.874346498587,0.13748,12967.874346498587
962,Espumante,2029,Libéria,9432312,12889.184307034344,0.13665,12889.184307034344
963,Espumante,2029,Luxemburgo,9432312,12929.687747974453,0.13708,12929.687747974453
964,Espumante,2029,Líbano,9432312,12894.861405596228,0.13671,12894.861405596228
965,Espumante,2029,Maldivas,9432312,14323.526181563284,0.15186,14323.526181563284
966,Espumante,2029,Malta,9432312,12873.05927593922,0.13648,12873.05927593922
967,Espumante,2029,Marrocos,9432312,14323.26221165733,0.15185,14323.26221165733
968,Espumante,2029,"Marshall, Ilhas",9432312,12918.649197806359,0.13696,12918.649197806359
969,Espumante,2029,Montenegro,9432312,12878.068474367597,0.13653,12878.068474367597
970,Espumante,2029,México,9432312,13037.303607104248,0.13822,13037.303607104248
971,Espumante,2029,Nicarágua,9432312,12996.694816741008,0.13779,12996.694816741008
972,Espumante,2029,Nigéria,9432312,12958.157012058316,0.13738,12958.157012058316
973,Espumante,2029,Noruega,9432312,12958.477377623216,0.13738,12958.477377623216
974,Espumante,2029,Nova Zelândia,9432312,12915.596357492403,0.13693,12915.596357492403
975,Espumante,2029,Panamá,9432312,12891.730128999001,0.13668,12891.730128999001
976,Espumante,2029,Países Baixos (Holanda),9432312,14323.218883044177,0.15185,14323.218883044177
977,Espumante,2029,Peru,9432312,12972.302206640517,0.13753,12972.302206640517
978,Espumante,2029,Polônia,9432312,12970.452892062121,0.13751,12970.452892062121
979,Espumante,2029,Porto Rico,9432312,13318.1939061695,0.1412,13318.1939061695
980,Espumante,2029,Portugal,9432312,13425.307853480019,0.14233,13425.307853480019
981,Espumante,2029,Quênia,9432312,12927.610095833326,0.13706,12927.610095833326
982,Espumante,2029,Reino Unido,9432312,15227.829266296498,0.16144,15227.829266296498
983,Espumante,2029,Republica Dominicana,9432312,14321.46068421903,0.15183,14321.46068421903
